"","Year","Datetime","Stage","Stadium","City","Home_Team_Name","Home_Team_Goals","Away_Team_Goals","Away_Team_Name","Win_conditions","Attendance","H_time_Home_Goals","H_time_Away_Goals","Referee","Assistant_1","Assistant_2","RoundID","MatchID","Home_Team_Initials","Away_Team_Initials","Winner","Winner_Goals"
"218",1970,"10 Jun 1970 - 16:00","Group 4","Nou Camp - Estadio Le�n","Leon","Germany FR",3,1,"Peru",NA,17875,3,1,"AGUILAR ELIZALDE Abel (MEX)","ORTIZ DE MENDIBIL Jose Maria (ESP)","SBARDELLA Antonio (ITA)",250,1840,"GER","PER","GER",3
"219",1970,"10 Jun 1970 - 16:00","Group 3","Jalisco","Guadalajara","Brazil",3,2,"Romania",NA,50804,2,1,"MARSCHALL Ferdinand (AUT)","BARRETO RUIZ Ramon (URU)","LORAUX Vital (BEL)",250,1769,"BRA","ROU","BRA",3
"220",1970,"10 Jun 1970 - 16:00","Group 1","Estadio Azteca","Mexico City","Soviet Union",2,0,"El Salvador",NA,89979,0,0,"HORMAZABAL DIAZ Rafael (CHI)","COEREZZA Norberto Angel (ARG)","DE MORAES Ayrton Vieira (BRA)",250,1823,"RUS","SLV","RUS",2
"221",1970,"11 Jun 1970 - 16:00","Group 2","Luis Dosal","Toluca","Italy",0,0,"Israel",NA,9890,0,0,"DE MORAES Ayrton Vieira (BRA)","TAREKEGN Seyoum (ETH)","TSCHENSCHER Kurt (GER)",250,1877,"ITA","ISR","Tie",0
"222",1970,"11 Jun 1970 - 16:00","Group 4","Nou Camp - Estadio Le�n","Leon","Bulgaria",1,1,"Morocco",NA,12299,1,0,"SALDANHA RIBEIRO Antonio (POR)","BAKHRAMOV Tofik (RUS)","VAN RAVENS Laurens (NED)",250,1779,"BUL","MAR","Tie",1
"223",1970,"11 Jun 1970 - 16:00","Group 3","Jalisco","Guadalajara","England",1,0,"Czechoslovakia",NA,49292,0,0,"MACHIN Roger (FRA)","EMSBERGER Gyula (HUN)","MARSCHALL Ferdinand (AUT)",250,1813,"ENG","CZE","ENG",1
"224",1970,"11 Jun 1970 - 16:00","Group 1","Estadio Azteca","Mexico City","Mexico",1,0,"Belgium",NA,108192,1,0,"COEREZZA Norberto Angel (ARG)","LANDAUER Henry (USA)","HORMAZABAL DIAZ Rafael (CHI)",250,1752,"MEX","BEL","MEX",1
"225",1970,"14 Jun 1970 - 12:00","Quarter-finals","Luis Dosal","Toluca","Italy",4,1,"Mexico",NA,26851,1,1,"SCHEURER Ruedi (SUI)","DUNSTAN Keith (BER)","LANDAUER Henry (USA)",251,1882,"ITA","MEX","ITA",4
"226",1970,"14 Jun 1970 - 12:00","Quarter-finals","Nou Camp - Estadio Le�n","Leon","Germany FR",3,2,"England","Germany FR win after extra time",23357,0,0,"COEREZZA Norberto Angel (ARG)","VELASQUEZ Guillermo (COL)","ORTIZ DE MENDIBIL Jose Maria (ESP)",251,1811,"GER","ENG","GER",3
"227",1970,"14 Jun 1970 - 12:00","Quarter-finals","Jalisco","Guadalajara","Brazil",4,2,"Peru",NA,54233,2,1,"LORAUX Vital (BEL)","MARSCHALL Ferdinand (AUT)","EMSBERGER Gyula (HUN)",251,1768,"BRA","PER","BRA",4
"228",1970,"14 Jun 1970 - 12:00","Quarter-finals","Estadio Azteca","Mexico City","Uruguay",1,0,"Soviet Union","Uruguay win after extra time",26085,0,0,"VAN RAVENS Laurens (NED)","DAVIDSON Bob (SCO)","GLOECKNER Rudolf (GER)",251,1925,"URU","RUS","URU",1
"229",1970,"17 Jun 1970 - 16:00","Semi-finals","Jalisco","Guadalajara","Brazil",3,1,"Uruguay",NA,51261,1,1,"ORTIZ DE MENDIBIL Jose Maria (ESP)","BAKHRAMOV Tofik (RUS)","MARSCHALL Ferdinand (AUT)",569,1771,"BRA","URU","BRA",3
"230",1970,"17 June 1970 - 16:00","Semi-finals","Estadio Azteca","Mexico City","Italy",4,3,"Germany FR","Italy win after extra time",102444,0,0,"YAMASAKI MALDONADO Arturo (MEX)","HORMAZABAL DIAZ Rafael (CHI)","VELASQUEZ Guillermo (COL)",569,1838,"ITA","GER","ITA",4
"231",1970,"20 Jun 1970 - 16:00","Match for third place","Estadio Azteca","Mexico City","Germany FR",1,0,"Uruguay",NA,104403,1,0,"SBARDELLA Antonio (ITA)","MARSCHALL Ferdinand (AUT)","AGUILAR ELIZALDE Abel (MEX)",3477,1843,"GER","URU","GER",1
"232",1970,"21 Jun 1970 - 12:00","Final","Estadio Azteca","Mexico City","Brazil",4,1,"Italy",NA,107412,1,1,"GLOECKNER Rudolf (GER)","SCHEURER Ruedi (SUI)","COEREZZA Norberto Angel (ARG)",3476,1765,"BRA","ITA","BRA",4
"233",1974,"13 Jun 1974 - 17:00","Group 2","Waldstadion","Frankfurt/Main","Brazil",0,0,"Yugoslavia",NA,62000,0,0,"SCHEURER Ruedi (SUI)","LORAUX Vital (BEL)","PESTARINO Luis (ARG)",262,1986,"BRA","SRB","Tie",0
"234",1974,"14 Jun 1974 - 16:00","Group 1","Olympiastadion","Berlin West","Germany FR",1,0,"Chile",NA,81100,1,0,"BABACAN Dogan (TUR)","TAYLOR John (ENG)","WINSEMANN Werner (CAN)",262,2003,"GER","CHI","GER",1
"235",1974,"14 Jun 1974 - 19:30","Group 1","Volksparkstadion","Hamburg","German DR",2,0,"Australia",NA,17000,0,0,"NDIAYE Youssou (SEN)","SANCHEZ IBANEZ Pablo (ESP)","DELGADO Omar (COL)",262,1955,"GER","AUS","GER",2
"236",1974,"14 Jun 1974 - 19:30","Group 2","Westfalenstadion","Dortmund","Zaire",0,2,"Scotland",NA,27000,0,2,"SCHULENBURG Gerhard (GER)","BOSKOVIC Tony (AUS)","WEYLAND Hans Joachim (GER)",262,2176,"ZAI","SCO","SCO",2
"237",1974,"15 Jun 1974 - 16:00","Group 3","Niedersachsenstadion","Hanover","Uruguay",0,2,"Netherlands",NA,55100,0,1,"PALOTAI Karoly (HUN)","KAZAKOV Pavel (RUS)","RAINEA Nicolae (ROU)",262,2098,"URU","NED","NED",2
"238",1974,"15 Jun 1974 - 16:00","Group 3","Rheinstadion","D�Sseldorf","Sweden",0,0,"Bulgaria",NA,23800,0,0,"PEREZ NUNEZ Edison A. (PER)","GONZALEZ ARCHUNDIA Alfonso (MEX)","SUPPIAH George (SIN)",262,1995,"SWE","BUL","Tie",0
"239",1974,"15 Jun 1974 - 18:00","Group 4","Olympiastadion","Munich","Italy",3,1,"Haiti",NA,53000,0,0,"LLOBREGAT Vicente (VEN)","NAMDAR Jafar (IRN)","MARQUES Armando (BRA)",262,2083,"ITA","HAI","ITA",3
"240",1974,"15 Jun 1974 - 18:00","Group 4","Neckarstadion","Stuttgart","Poland",3,2,"Argentina",NA,32700,2,0,"THOMAS Clive (WAL)","ALDINGER Heinz (GER)","DAVIDSON Bob (SCO)",262,1952,"POL","ARG","POL",3
"241",1974,"18 Jun 1974 - 16:00","Group 1","Volksparkstadion","Hamburg","Australia",0,3,"Germany FR",NA,53300,0,2,"KAMEL Mahmoud (EGY)","GONZALEZ ARCHUNDIA Alfonso (MEX)","PEREZ NUNEZ Edison A. (PER)",262,1954,"AUS","GER","GER",3
"242",1974,"18 Jun 1974 - 19:30","Group 2","Waldstadion","Frankfurt/Main","Scotland",0,0,"Brazil",NA,62000,0,0,"VAN GEMERT Arie (NED)","PALOTAI Karoly (HUN)","LINEMAYR Erich (AUT)",262,1985,"SCO","BRA","Tie",0
"243",1974,"18 Jun 1974 - 19:30","Group 1","Olympiastadion","Berlin West","Chile",1,1,"German DR",NA,28300,0,0,"ANGONESE Aurelio (ITA)","SCHEURER Ruedi (SUI)","DAVIDSON Bob (SCO)",262,2004,"CHI","GER","Tie",1
"244",1974,"18 Jun 1974 - 19:30","Group 2","Parkstadion","Gelsenkirchen","Yugoslavia",9,0,"Zaire",NA,31700,6,0,"DELGADO Omar (COL)","LLOBREGAT Vicente (VEN)","BARRETO RUIZ Ramon (URU)",262,2186,"SRB","ZAI","SRB",9
"245",1974,"19 Jun 1974 - 19:30","Group 3","Westfalenstadion","Dortmund","Netherlands",0,0,"Sweden",NA,53700,0,0,"WINSEMANN Werner (CAN)","TSCHENSCHER Kurt (GER)","THOMAS Clive (WAL)",262,2097,"NED","SWE","Tie",0
"246",1974,"19 Jun 1974 - 19:30","Group 3","Niedersachsenstadion","Hanover","Bulgaria",1,1,"Uruguay",NA,13400,0,0,"TAYLOR John (ENG)","BABACAN Dogan (TUR)","OHMSEN Klaus (GER)",262,1996,"BUL","URU","Tie",1
"247",1974,"19 Jun 1974 - 19:30","Group 4","Olympiastadion","Munich","Haiti",0,7,"Poland",NA,25300,0,5,"SUPPIAH George (SIN)","BIWERSI Ferdinand (GER)","ESCHWEILER Walter (GER)",262,2085,"HAI","POL","POL",7
"248",1974,"19 Jun 1974 - 19:30","Group 4","Neckarstadion","Stuttgart","Argentina",1,1,"Italy",NA,70100,1,1,"KAZAKOV Pavel (RUS)","GLOECKNER Rudolf (GER)","RAINEA Nicolae (ROU)",262,1949,"ARG","ITA","Tie",1
"249",1974,"22 Jun 1974 - 16:00","Group 2","Waldstadion","Frankfurt/Main","Scotland",1,1,"Yugoslavia",NA,56000,0,0,"GONZALEZ ARCHUNDIA Alfonso (MEX)","GLOECKNER Rudolf (GER)","TSCHENSCHER Kurt (GER)",262,2175,"SCO","SRB","Tie",1
"250",1974,"22 Jun 1974 - 16:00","Group 1","Olympiastadion","Berlin West","Australia",0,0,"Chile",NA,17400,0,0,"NAMDAR Jafar (IRN)","LORAUX Vital (BEL)","VAN GEMERT Arie (NED)",262,1953,"AUS","CHI","Tie",0
"251",1974,"22 Jun 1974 - 16:00","Group 2","Parkstadion","Gelsenkirchen","Zaire",0,3,"Brazil",NA,36200,0,1,"RAINEA Nicolae (ROU)","ANGONESE Aurelio (ITA)","OHMSEN Klaus (GER)",262,1987,"ZAI","BRA","BRA",3
"252",1974,"22 June 1974 - 19:30","Group 1","Volksparkstadion","Hamburg","German DR",1,0,"Germany FR",NA,60200,0,0,"BARRETO RUIZ Ramon (URU)","MARQUES Armando (BRA)","PESTARINO Luis (ARG)",262,2062,"GER","GER","GER",1
"253",1974,"23 Jun 1974 - 16:00","Group 3","Westfalenstadion","Dortmund","Bulgaria",1,4,"Netherlands",NA,53300,0,2,"BOSKOVIC Tony (AUS)","BIWERSI Ferdinand (GER)","ESCHWEILER Walter (GER)",262,1990,"BUL","NED","NED",4
"254",1974,"23 Jun 1974 - 16:00","Group 4","Olympiastadion","Munich","Argentina",4,1,"Haiti",NA,25900,2,0,"SANCHEZ IBANEZ Pablo (ESP)","KAMEL Mahmoud (EGY)","NDIAYE Birame (SEN)",262,1947,"ARG","HAI","ARG",4
"255",1974,"23 Jun 1974 - 16:00","Group 3","Rheinstadion","D�Sseldorf","Sweden",3,0,"Uruguay",NA,28300,0,0,"LINEMAYR Erich (AUT)","LLOBREGAT Vicente (VEN)","ALDINGER Heinz (GER)",262,2181,"SWE","URU","SWE",3
"256",1974,"23 Jun 1974 - 16:00","Group 4","Neckarstadion","Stuttgart","Poland",2,1,"Italy",NA,70100,2,0,"WEYLAND Hans Joachim (GER)","WINSEMANN Werner (CAN)","SCHULENBURG Gerhard (GER)",262,2129,"POL","ITA","POL",2
"257",1974,"26 Jun 1974 - 16:00","Group B","Rheinstadion","D�Sseldorf","Yugoslavia",0,2,"Germany FR",NA,67385,0,1,"MARQUES Armando (BRA)","ANGONESE Aurelio (ITA)","PEREZ NUNEZ Edison A. (PER)",263,2066,"SRB","GER","GER",2
"258",1974,"26 Jun 1974 - 19:30","Group A","Niedersachsenstadion","Hanover","Brazil",1,0,"German DR",NA,59863,0,0,"THOMAS Clive (WAL)","BABACAN Dogan (TUR)","BOSKOVIC Tony (AUS)",263,1982,"BRA","GER","BRA",1
"259",1974,"26 Jun 1974 - 19:30","Group A","Parkstadion","Gelsenkirchen","Netherlands",4,0,"Argentina",NA,56548,2,0,"DAVIDSON Bob (SCO)","TSCHENSCHER Kurt (GER)","KAZAKOV Pavel (RUS)",263,1948,"NED","ARG","NED",4
"260",1974,"26 Jun 1974 - 19:30","Group B","Neckarstadion","Stuttgart","Sweden",0,1,"Poland",NA,44955,0,1,"BARRETO RUIZ Ramon (URU)","GONZALEZ ARCHUNDIA Alfonso (MEX)","PESTARINO Luis (ARG)",263,2167,"SWE","POL","POL",1
"261",1974,"30 Jun 1974 - 16:00","Group A","Niedersachsenstadion","Hanover","Argentina",1,2,"Brazil",NA,39400,1,1,"LORAUX Vital (BEL)","NDIAYE Birame (SEN)","TAYLOR John (ENG)",263,1945,"ARG","BRA","BRA",2
"262",1974,"30 Jun 1974 - 16:00","Group B","Waldstadion","Frankfurt/Main","Poland",2,1,"Yugoslavia",NA,58000,1,1,"GLOECKNER Rudolf (GER)","MARQUES Armando (BRA)","WINSEMANN Werner (CAN)",263,2170,"POL","SRB","POL",2
"263",1974,"30 Jun 1974 - 16:00","Group A","Parkstadion","Gelsenkirchen","German DR",0,2,"Netherlands",NA,68348,0,1,"SCHEURER Ruedi (SUI)","LINEMAYR Erich (AUT)","DELGADO Omar (COL)",263,2067,"GER","NED","NED",2
"264",1974,"30 Jun 1974 - 19:30","Group B","Rheinstadion","D�Sseldorf","Germany FR",4,2,"Sweden",NA,67800,0,1,"KAZAKOV Pavel (RUS)","RAINEA Nicolae (ROU)","SANCHEZ IBANEZ Pablo (ESP)",263,2065,"GER","SWE","GER",4
"265",1974,"03 Jul 1974 - 17:00","Group B","Waldstadion","Frankfurt/Main","Poland",0,1,"Germany FR",NA,62000,0,0,"LINEMAYR Erich (AUT)","PALOTAI Karoly (HUN)","SCHEURER Ruedi (SUI)",263,2064,"POL","GER","GER",1
"266",1974,"03 Jul 1974 - 19:30","Group A","Westfalenstadion","Dortmund","Netherlands",2,0,"Brazil",NA,53700,0,0,"TSCHENSCHER Kurt (GER)","DAVIDSON Bob (SCO)","SUPPIAH George (SIN)",263,1983,"NED","BRA","NED",2
"267",1974,"03 Jul 1974 - 19:30","Group A","Parkstadion","Gelsenkirchen","Argentina",1,1,"German DR",NA,54254,1,1,"TAYLOR John (ENG)","KAMEL Mahmoud (EGY)","THOMAS Clive (WAL)",263,1946,"ARG","GER","Tie",1
"268",1974,"03 Jul 1974 - 19:30","Group B","Rheinstadion","D�Sseldorf","Sweden",2,1,"Yugoslavia",NA,41300,1,1,"PESTARINO Luis (ARG)","BARRETO RUIZ Ramon (URU)","LLOBREGAT Vicente (VEN)",263,2182,"SWE","SRB","SWE",2
"269",1974,"06 Jul 1974 - 16:00","Match for third place","Olympiastadion","Munich","Brazil",0,1,"Poland",NA,77100,0,0,"ANGONESE Aurelio (ITA)","NAMDAR Jafar (IRN)","NDIAYE Birame (SEN)",264,1984,"BRA","POL","POL",1
"270",1974,"07 July 1974 - 16:00","Final","Olympiastadion","Munich","Netherlands",1,2,"Germany FR",NA,78200,1,2,"TAYLOR John (ENG)","GONZALEZ ARCHUNDIA Alfonso (MEX)","BARRETO RUIZ Ramon (URU)",605,2063,"NED","GER","GER",2
"271",1978,"01 Jun 1978 - 15:00","Group 2","El Monumental - Estadio Monumental Antonio Vespuci","Buenos Aires","Germany FR",0,0,"Poland",NA,67579,0,0,"COEREZZA Norberto Angel (ARG)","ITHURRALDE Arturo Andres (ARG)","COMESANA Miguel (ARG)",278,2351,"GER","POL","Tie",0
"272",1978,"02 Jun 1978 - 13:45","Group 1","Estadio Jos� Mar�a Minella","Mar Del Plata","Italy",2,1,"France",NA,42373,1,1,"RAINEA Nicolae (ROU)","LINEMAYR Erich (AUT)","SILVAGNO CAVANNA Juan (CHI)",278,2347,"ITA","FRA","ITA",2
"273",1978,"02 Jun 1978 - 16:45","Group 2","Arroyito - Estadio Dr. Lisandro de la Torre","Rosario","Tunisia",3,1,"Mexico",NA,17396,0,1,"GORDON John (SCO)","DUBACH Jean (SUI)","GONELLA Sergio (ITA)",278,2433,"TUN","MEX","TUN",3
"274",1978,"02 Jun 1978 - 19:15","Group 1","El Monumental - Estadio Monumental Antonio Vespuci","Buenos Aires","Argentina",2,1,"Hungary",NA,71615,1,1,"GARRIDO Antonio (POR)","NDIAYE Youssou (SEN)","PARTRIDGE Pat (ENG)",278,2199,"ARG","HUN","ARG",2
"275",1978,"03 Jun 1978 - 13:45","Group 3","Estadio Jos� Mar�a Minella","Mar Del Plata","Sweden",1,1,"Brazil",NA,32569,1,1,"THOMAS Clive (WAL)","JARGUZ Alojzy (POL)","NAMDAR Jafar (IRN)",278,2253,"SWE","BRA","Tie",1
"276",1978,"03 Jun 1978 - 13:45","Group 3","Jose Amalfitani","Buenos Aires","Austria",2,1,"Spain",NA,40841,1,1,"PALOTAI Karoly (HUN)","BARRETO RUIZ Ramon (URU)","IVANOV Anatoly (RUS)",278,2216,"AUT","ESP","AUT",2
"277",1978,"03 Jun 1978 - 16:45","Group 4","Estadio Ol�mpico Chateau Carreras","Cordoba","Peru",3,1,"Scotland",NA,37927,1,1,"ERIKSSON Ulf (SWE)","GEBREYESUS DIFUE Tesfaye (ERI)","MARTINEZ Angel (ESP)",278,2451,"PER","SCO","PER",3
"278",1978,"03 Jun 1978 - 16:45","Group 4","San Martin","Mendoza","Netherlands",3,0,"IR Iran",NA,33431,1,0,"GONZALEZ ARCHUNDIA Alfonso (MEX)","WURTZ Robert (FRA)","COMESANA Miguel (ARG)",278,2388,"NED","IRN","NED",3
"279",1978,"06 Jun 1978 - 13:45","Group 1","Estadio Jos� Mar�a Minella","Mar Del Plata","Italy",3,1,"Hungary",NA,26533,2,0,"BARRETO RUIZ Ramon (URU)","BIWERSI Ferdinand (GER)","GORDON John (SCO)",278,2396,"ITA","HUN","ITA",3
"280",1978,"06 Jun 1978 - 16:45","Group 2","Arroyito - Estadio Dr. Lisandro de la Torre","Rosario","Poland",1,0,"Tunisia",NA,9624,1,0,"MARTINEZ Angel (ESP)","PESTARINO Luis (ARG)","THOMAS Clive (WAL)",278,2454,"POL","TUN","POL",1
"281",1978,"06 Jun 1978 - 16:45","Group 2","Estadio Ol�mpico Chateau Carreras","Cordoba","Germany FR",6,0,"Mexico",NA,35258,4,0,"BOUZO Farouk (SYR)","GARRIDO Antonio (POR)","RION Francis (BEL)",278,2350,"GER","MEX","GER",6
"282",1978,"06 Jun 1978 - 19:15","Group 1","El Monumental - Estadio Monumental Antonio Vespuci","Buenos Aires","Argentina",2,1,"France",NA,71666,1,0,"DUBACH Jean (SUI)","OROZCO GUERRERO Cesar (PER)","WINSEMANN Werner (CAN)",278,2197,"ARG","FRA","ARG",2
"283",1978,"07 Jun 1978 - 13:45","Group 3","Estadio Jos� Mar�a Minella","Mar Del Plata","Brazil",0,0,"Spain",NA,34771,0,0,"GONELLA Sergio (ITA)","KLEIN Abraham (ISR)","ITHURRALDE Arturo Andres (ARG)",278,2246,"BRA","ESP","Tie",0
"284",1978,"07 Jun 1978 - 13:45","Group 3","Jose Amalfitani","Buenos Aires","Austria",1,0,"Sweden",NA,41424,1,0,"CORVER Charles (NED)","MAKSIMOVIC Dusan (SRB)","SEOUDI Hedi (TUN)",278,2224,"AUT","SWE","AUT",1
"285",1978,"07 Jun 1978 - 16:45","Group 4","Estadio Ol�mpico Chateau Carreras","Cordoba","Scotland",1,1,"IR Iran",NA,7938,1,0,"NDIAYE Youssou (SEN)","RAINEA Nicolae (ROU)","COELHO Arnaldo (BRA)",278,2408,"SCO","IRN","Tie",1
"286",1978,"07 Jun 1978 - 16:45","Group 4","San Martin","Mendoza","Netherlands",0,0,"Peru",NA,28125,0,0,"PROKOP Adolf (GER)","COEREZZA Norberto Angel (ARG)","IVANOV Anatoly (RUS)",278,2394,"NED","PER","Tie",0
"287",1978,"10 Jun 1978 - 15:10","Group 1","Estadio Jos� Mar�a Minella","Mar Del Plata","France",3,1,"Hungary",NA,23127,3,1,"COELHO Arnaldo (BRA)","PARTRIDGE Pat (ENG)","SILVAGNO CAVANNA Juan (CHI)",278,2344,"FRA","HUN","FRA",3
"288",1978,"10 Jun 1978 - 16:45","Group 2","Arroyito - Estadio Dr. Lisandro de la Torre","Rosario","Poland",3,1,"Mexico",NA,22651,1,0,"NAMDAR Jafar (IRN)","ERIKSSON Ulf (SWE)","CORVER Charles (NED)",278,2431,"POL","MEX","POL",3
"289",1978,"10 Jun 1978 - 16:45","Group 2","Estadio Ol�mpico Chateau Carreras","Cordoba","Germany FR",0,0,"Tunisia",NA,30667,0,0,"OROZCO GUERRERO Cesar (PER)","COMESANA Miguel (ARG)","PESTARINO Luis (ARG)",278,2352,"GER","TUN","Tie",0
"290",1978,"10 Jun 1978 - 19:15","Group 1","El Monumental - Estadio Monumental Antonio Vespuci","Buenos Aires","Italy",1,0,"Argentina",NA,71712,0,0,"KLEIN Abraham (ISR)","GONZALEZ ARCHUNDIA Alfonso (MEX)","RION Francis (BEL)",278,2200,"ITA","ARG","ITA",1
"291",1978,"11 Jun 1978 - 13:45","Group 3","Estadio Jos� Mar�a Minella","Mar Del Plata","Brazil",1,0,"Austria",NA,35221,1,0,"WURTZ Robert (FRA)","BOUZO Farouk (SYR)","GEBREYESUS DIFUE Tesfaye (ERI)",278,2215,"BRA","AUT","BRA",1
"292",1978,"11 Jun 1978 - 13:45","Group 3","Jose Amalfitani","Buenos Aires","Spain",1,0,"Sweden",NA,42132,0,0,"BIWERSI Ferdinand (GER)","ITHURRALDE Arturo Andres (ARG)","PROKOP Adolf (GER)",278,2337,"ESP","SWE","ESP",1
"293",1978,"11 Jun 1978 - 16:45","Group 4","Estadio Ol�mpico Chateau Carreras","Cordoba","Peru",4,1,"Iran",NA,21262,3,1,"JARGUZ Alojzy (POL)","MAKSIMOVIC Dusan (SRB)","WINSEMANN Werner (CAN)",278,2405,"PER","IRN","PER",4
"294",1978,"11 Jun 1978 - 16:45","Group 4","San Martin","Mendoza","Scotland",3,2,"Netherlands",NA,35130,1,1,"LINEMAYR Erich (AUT)","PALOTAI Karoly (HUN)","SEOUDI Hedi (TUN)",278,2395,"SCO","NED","SCO",3
"295",1978,"14 Jun 1978 - 13:45","Group A","El Monumental - Estadio Monumental Antonio Vespuci","Buenos Aires","Germany FR",0,0,"Italy",NA,67547,0,0,"MAKSIMOVIC Dusan (SRB)","GONZALEZ ARCHUNDIA Alfonso (MEX)","COMESANA Miguel (ARG)",279,2349,"GER","ITA","Tie",0
"296",1978,"14 Jun 1978 - 13:45","Group A","Estadio Ol�mpico Chateau Carreras","Cordoba","Netherlands",5,1,"Austria",NA,25050,3,0,"GORDON John (SCO)","ITHURRALDE Arturo Andres (ARG)","BOUZO Farouk (SYR)",279,2220,"NED","AUT","NED",5
"297",1978,"14 Jun 1978 - 16:45","Group B","San Martin","Mendoza","Brazil",3,0,"Peru",NA,31278,2,0,"RAINEA Nicolae (ROU)","DUBACH Jean (SUI)","WINSEMANN Werner (CAN)",279,2251,"BRA","PER","BRA",3
"298",1978,"14 Jun 1978 - 19:15","Group B","Arroyito - Estadio Dr. Lisandro de la Torre","Rosario","Argentina",2,0,"Poland",NA,37091,1,0,"ERIKSSON Ulf (SWE)","NAMDAR Jafar (IRN)","GEBREYESUS DIFUE Tesfaye (ERI)",279,2202,"ARG","POL","ARG",2
"299",1978,"18 Jun 1978 - 13:45","Group B","San Martin","Mendoza","Poland",1,0,"Peru",NA,35288,0,0,"PARTRIDGE Pat (ENG)","CLIVE Thomas (WAL)","CORVER Charles (NED)",279,2450,"POL","PER","POL",1
"300",1978,"18 Jun 1978 - 16:45","Group A","El Monumental - Estadio Monumental Antonio Vespuci","Buenos Aires","Italy",1,0,"Austria",NA,66695,1,0,"RION Francis (BEL)","COEREZZA Norberto Angel (ARG)","NDIAYE Youssou (SEN)",279,2221,"ITA","AUT","ITA",1
"301",1978,"18 Jun 1978 - 16:45","Group A","Estadio Ol�mpico Chateau Carreras","Cordoba","Germany FR",2,2,"Netherlands",NA,40750,1,1,"BARRETO RUIZ Ramon (URU)","COMESANA Miguel (ARG)","COELHO Arnaldo (BRA)",279,2348,"GER","NED","Tie",2
"302",1978,"18 Jun 1978 - 19:15","Group B","Arroyito - Estadio Dr. Lisandro de la Torre","Rosario","Argentina",0,0,"Brazil",NA,37326,0,0,"PALOTAI Karoly (HUN)","LINEMAYR Erich (AUT)","PROKOP Adolf (GER)",279,2196,"ARG","BRA","Tie",0
"303",1978,"21 Jun 1978 - 13:45","Group A","El Monumental - Estadio Monumental Antonio Vespuci","Buenos Aires","Netherlands",2,1,"Italy",NA,67433,0,1,"MARTINEZ Angel (ESP)","PESTARINO Luis (ARG)","OROZCO GUERRERO Cesar (PER)",279,2391,"NED","ITA","NED",2
"304",1978,"21 Jun 1978 - 13:45","Group A","Estadio Ol�mpico Chateau Carreras","Cordoba","Austria",3,2,"Germany FR",NA,38318,0,1,"KLEIN Abraham (ISR)","JARGUZ Alojzy (POL)","GARRIDO Antonio (POR)",279,2217,"AUT","GER","AUT",3
"305",1978,"21 Jun 1978 - 16:45","Group B","San Martin","Mendoza","Brazil",3,1,"Poland",NA,39586,1,1,"SILVAGNO CAVANNA Juan (CHI)","IVANOV Anatoly (RUS)","GONZALEZ ARCHUNDIA Alfonso (MEX)",279,2252,"BRA","POL","BRA",3
"306",1978,"21 Jun 1978 - 19:15","Group B","Arroyito - Estadio Dr. Lisandro de la Torre","Rosario","Argentina",6,0,"Peru",NA,37315,2,0,"WURTZ Robert (FRA)","BIWERSI Ferdinand (GER)","GONELLA Sergio (ITA)",279,2201,"ARG","PER","ARG",6
"307",1978,"24 Jun 1978 - 15:00","Match for third place","El Monumental - Estadio Monumental Antonio Vespuci","Buenos Aires","Brazil",2,1,"Italy",NA,69659,0,1,"KLEIN Abraham (ISR)","GONZALEZ ARCHUNDIA Alfonso (MEX)","PALOTAI Karoly (HUN)",280,2247,"BRA","ITA","BRA",2
"308",1978,"25 Jun 1978 - 15:00","Final","El Monumental - Estadio Monumental Antonio Vespuci","Buenos Aires","Argentina",3,1,"Netherlands","Argentina win after extra time",71483,0,0,"GONELLA Sergio (ITA)","BARRETO RUIZ Ramon (URU)","LINEMAYR Erich (AUT)",639,2198,"ARG","NED","ARG",3
"309",1982,"13 Jun 1982 - 20:00","Group 3","Camp Nou","Barcelona","Argentina",0,1,"Belgium",NA,95000,0,0,"CHRISTOV Vojtech (CZE)","PALOTAI Karoly (HUN)","JARGUZ Alojzy (POL)",293,749,"ARG","BEL","BEL",1
"310",1982,"14 Jun 1982 - 17:15","Group 1","Estadio Municipal de Bala�dos","Vigo","Italy",0,0,"Poland",NA,33000,0,0,"VAUTROT Michel (FRA)","PROKOP Adolf (GER)","RAINEA Nicolae (ROU)",293,995,"ITA","POL","Tie",0
"311",1982,"14 Jun 1982 - 21:00","Group 6","Ramon Sanchez Pizjuan","Seville","Brazil",2,1,"Soviet Union",NA,68000,0,1,"LAMO CASTILLO Augusto (ESP)","SANCHEZ ARMINIO Victoriano (ESP)","GARCIA CARRION Jose L. (ESP)",293,791,"BRA","RUS","BRA",2
"312",1982,"15 Jun 1982 - 17:15","Group 1","Riazor","La Coru�A","Peru",0,0,"Cameroon",NA,11000,0,0,"WOEHRER Franz (AUT)","RAINEA Nicolae (ROU)","PROKOP Adolf (GER)",293,833,"PER","CMR","Tie",0
"313",1982,"15 Jun 1982 - 21:00","Group 3","Nuevo Estadio","Elche","Hungary",10,1,"El Salvador",NA,23000,3,0,"AL DOY Ebrahim (BHR)","CORVER Charles (NED)","LUND-SORENSEN Henning (DEN)",293,896,"HUN","SLV","HUN",10
"314",1982,"15 Jun 1982 - 21:00","Group 6","La Rosaleda","Malaga","Scotland",5,2,"New Zealand",NA,36000,3,0,"SOCHA David (USA)","CHAN Thomson Tam Sun (HKG)","EL GHOUL Yusef Mohamed (LBY)",293,1051,"SCO","NZL","SCO",5
