"","Year","Datetime","Stage","Stadium","City","Home_Team_Name","Home_Team_Goals","Away_Team_Goals","Away_Team_Name","Win_conditions","Attendance","H_time_Home_Goals","H_time_Away_Goals","Referee","Assistant_1","Assistant_2","RoundID","MatchID","Home_Team_Initials","Away_Team_Initials","Winner","Winner_Goals"
"428",1990,"14 Jun 1990 - 21:00","Group A","Stadio Olimpico","Rome","Italy",1,0,"USA",NA,73423,1,0,"CODESAL MENDEZ Edgardo (MEX)","CARDELLINO DE SAN VICENTE Juan (URU)","ULLOA MORERA Berny (CRC)",322,265,"ITA","USA","ITA",1
"429",1990,"15 Jun 1990 - 17:00","Group A","Comunale","Florence","Austria",0,1,"Czechoslovakia",NA,38962,0,1,"SMITH George (SCO)","LORENC Richard (AUS)","AL SHARIF Jamal (SYR)",322,43,"AUT","CZE","CZE",1
"430",1990,"15 Jun 1990 - 21:00","Group D","Giuseppe Meazza","Milan","Germany FR",5,1,"United Arab Emirates",NA,71169,2,0,"SPIRIN Alexey (RUS)","TAKADA Shizuo (JPN)","PAIRETTO Pierluigi (ITA)",322,198,"GER","UAE","GER",5
"431",1990,"16 Jun 1990 - 17:00","Group C","Stadio delle Alpi","Turin","Brazil",1,0,"Costa Rica",NA,58007,1,0,"JOUINI Neji (TUN)","DIRAMBA Jean Fidele (GAB)","MANDI Jassim (BHR)",322,73,"BRA","CRC","BRA",1
"432",1990,"16 Jun 1990 - 21:00","Group C","Luigi Ferraris","Genoa","Sweden",1,2,"Scotland",NA,31823,0,1,"MACIEL Carlos (PAR)","MAURO Vincent (USA)","LISTKIEWICZ Michal (POL)",322,348,"SWE","SCO","SCO",2
"433",1990,"16 Jun 1990 - 21:00","Group F","Sant Elia","Cagliari","England",0,0,"Netherlands",NA,35267,0,0,"PETROVIC Zoran (SRB)","HANSAL Mohamed (ALG)","CODESAL MENDEZ Edgardo (MEX)",322,160,"ENG","NED","Tie",0
"434",1990,"17 Jun 1990 - 17:00","Group F","Della Favorita","Palermo","Republic of Ireland",0,0,"Egypt",NA,33288,0,0,"VAN LANGENHOVE Marcel (BEL)","QUINIOU Joel (FRA)","LO BELLO Rosario (ITA)",322,152,"IRL","EGY","Tie",0
"435",1990,"17 Jun 1990 - 21:00","Group E","Dacia Arena","Udine","Korea Republic",1,3,"Spain",NA,32733,1,1,"JACOME GUERRERO Elias V. (ECU)","MAGNI Pierluigi (ITA)","LOUSTAU Juan (ARG)",322,175,"KOR","ESP","ESP",3
"436",1990,"17 Jun 1990 - 21:00","Group E","Marc Antonio Bentegodi","Verona","Belgium",3,1,"Uruguay",NA,33759,2,0,"KIRSCHEN Siegfried (GER)","MIKKELSEN Peter (DEN)","SPIRIN Alexey (RUS)",322,66,"BEL","URU","BEL",3
"437",1990,"18 Jun 1990 - 21:00","Group B","San Paolo","Naples","Argentina",1,1,"Romania",NA,52733,0,0,"SILVA VALENTE Carlos Alberto (POR)","ULLOA MORERA Berny (CRC)","LONGHI Carlo (ITA)",322,29,"ARG","ROU","Tie",1
"438",1990,"18 Jun 1990 - 21:00","Group B","Stadio San Nicola","Bari","Cameroon",0,4,"Soviet Union",NA,37307,0,2,"RAMIZ WRIGHT Jose (BRA)","D ELIA Pietro (ITA)","ROETHLISBERGER Kurt (SUI)",322,111,"CMR","RUS","RUS",4
"439",1990,"19 Jun 1990 - 17:00","Group D","Giuseppe Meazza","Milan","Germany FR",1,1,"Colombia",NA,72510,0,0,"SNODDY Alan (NIR)","MANDI Jassim (BHR)","LANESE Tullio (ITA)",322,114,"GER","COL","Tie",1
"440",1990,"19 Jun 1990 - 17:00","Group D","Renato Dall Ara","Bologna","Yugoslavia",4,1,"United Arab Emirates",NA,27833,2,1,"TAKADA Shizuo (JPN)","MIKKELSEN Peter (DEN)","VAUTROT Michel (FRA)",322,364,"SRB","UAE","SRB",4
"441",1990,"19 Jun 1990 - 21:00","Group A","Stadio Olimpico","Rome","Italy",2,0,"Czechoslovakia",NA,73303,1,0,"QUINIOU Joel (FRA)","VAN LANGENHOVE Marcel (BEL)","SMITH George (SCO)",322,263,"ITA","CZE","ITA",2
"442",1990,"19 Jun 1990 - 21:00","Group A","Comunale","Florence","Austria",2,1,"USA",NA,34857,0,0,"AL SHARIF Jamal (SYR)","LORENC Richard (AUS)","PETROVIC Zoran (SRB)",322,48,"AUT","USA","AUT",2
"443",1990,"20 Jun 1990 - 21:00","Group C","Stadio delle Alpi","Turin","Brazil",1,0,"Scotland",NA,62502,0,0,"KOHL Helmut (AUT)","LISTKIEWICZ Michal (POL)","KIRSCHEN Siegfried (GER)",322,74,"BRA","SCO","BRA",1
"444",1990,"20 Jun 1990 - 21:00","Group C","Luigi Ferraris","Genoa","Sweden",1,2,"Costa Rica",NA,30223,1,0,"PETROVIC Zoran (SRB)","SNODDY Alan (NIR)","COURTNEY George (ENG)",322,128,"SWE","CRC","CRC",2
"445",1990,"21 Jun 1990 - 17:00","Group E","Friuli","Udine","Korea Republic",0,1,"Uruguay",NA,29039,0,0,"LANESE Tullio (ITA)","DIRAMBA Jean Fidele (GAB)","JOUINI Neji (TUN)",322,290,"KOR","URU","URU",1
"446",1990,"21 Jun 1990 - 17:00","Group E","Marc Antonio Bentegodi","Verona","Belgium",1,2,"Spain",NA,35950,1,2,"LOUSTAU Juan (ARG)","MACIEL Carlos (PAR)","MAURO Vincent (USA)",322,56,"BEL","ESP","ESP",2
"447",1990,"21 Jun 1990 - 21:00","Group F","Della Favorita","Palermo","Republic of Ireland",1,1,"Netherlands",NA,33288,0,1,"VAUTROT Michel (FRA)","LORENC Richard (AUS)","HANSAL Mohamed (ALG)",322,228,"IRL","NED","Tie",1
"448",1990,"21 Jun 1990 - 21:00","Group F","Sant Elia","Cagliari","England",1,0,"Egypt",NA,34959,0,0,"ROETHLISBERGER Kurt (SUI)","ULLOA MORERA Berny (CRC)","CODESAL MENDEZ Edgardo (MEX)",322,150,"ENG","EGY","ENG",1
"449",1990,"23 Jun 1990 - 17:00","Round of 16","San Paolo","Naples","Cameroon",2,1,"Colombia","Cameroon win after extra time",50026,0,0,"LANESE Tullio (ITA)","AL SHARIF Jamal (SYR)","ULLOA MORERA Berny (CRC)",323,102,"CMR","COL","CMR",2
"450",1990,"23 Jun 1990 - 21:00","Round of 16","Stadio San Nicola","Bari","Czechoslovakia",4,1,"Costa Rica",NA,47673,1,0,"KIRSCHEN Siegfried (GER)","PEREZ HOYOS Armando (COL)","D ELIA Pietro (ITA)",323,129,"CZE","CRC","CZE",4
"451",1990,"24 Jun 1990 - 17:00","Round of 16","Stadio delle Alpi","Turin","Brazil",0,1,"Argentina",NA,61381,0,0,"QUINIOU Joel (FRA)","SPIRIN Alexey (RUS)","PAIRETTO Pierluigi (ITA)",323,25,"BRA","ARG","ARG",1
"452",1990,"24 Jun 1990 - 21:00","Round of 16","Giuseppe Meazza","Milan","Germany FR",2,1,"Netherlands",NA,74559,0,0,"LOUSTAU Juan (ARG)","JACOME GUERRERO Elias V. (ECU)","MAURO Vincent (USA)",323,196,"GER","NED","GER",2
"453",1990,"25 Jun 1990 - 17:00","Round of 16","Luigi Ferraris","Genoa","Republic of Ireland",5,4,"Romania","Republic of Ireland win on penalties (5 - 4)",31818,0,0,"RAMIZ WRIGHT Jose (BRA)","MACIEL Carlos (PAR)","MANDI Jassim (BHR)",323,248,"IRL","ROU","IRL",5
"454",1990,"25 Jun 1990 - 21:00","Round of 16","Stadio Olimpico","Rome","Italy",2,0,"Uruguay",NA,73303,0,0,"COURTNEY George (ENG)","ROETHLISBERGER Kurt (SUI)","PETROVIC Zoran (SRB)",323,264,"ITA","URU","ITA",2
"455",1990,"26 Jun 1990 - 17:00","Round of 16","Marc Antonio Bentegodi","Verona","Spain",1,2,"Yugoslavia","Yugoslavia win after extra time",35500,0,0,"SCHMIDHUBER Aron (GER)","SNODDY Alan (NIR)","LISTKIEWICZ Michal (POL)",323,181,"ESP","SRB","SRB",2
"456",1990,"26 Jun 1990 - 21:00","Round of 16","Renato Dall Ara","Bologna","England",1,0,"Belgium","England win after extra time",34520,0,0,"MIKKELSEN Peter (DEN)","KOHL Helmut (AUT)","TAKADA Shizuo (JPN)",323,55,"ENG","BEL","ENG",1
"457",1990,"30 Jun 1990 - 17:00","Quarter-finals","Comunale","Florence","Yugoslavia",2,3,"Argentina","win on penalties (2 - 3)",38971,0,0,"ROETHLISBERGER Kurt (SUI)","JOUINI Neji (TUN)","HANSAL Mohamed (ALG)",751,31,"SRB","ARG","ARG",3
"458",1990,"30 Jun 1990 - 21:00","Quarter-finals","Stadio Olimpico","Rome","Italy",1,0,"Republic of Ireland",NA,73303,1,0,"SILVA VALENTE Carlos Alberto (POR)","PEREZ HOYOS Armando (COL)","ULLOA MORERA Berny (CRC)",751,243,"ITA","IRL","ITA",1
"459",1990,"01 Jul 1990 - 17:00","Quarter-finals","Giuseppe Meazza","Milan","Germany FR",1,0,"Czechoslovakia",NA,73347,1,0,"KOHL Helmut (AUT)","MIKKELSEN Peter (DEN)","LISTKIEWICZ Michal (POL)",751,197,"GER","CZE","GER",1
"460",1990,"01 Jul 1990 - 21:00","Quarter-finals","San Paolo","Naples","England",3,2,"Cameroon","England win after extra time",55205,0,0,"CODESAL MENDEZ Edgardo (MEX)","MAURO Vincent (USA)","MANDI Jassim (BHR)",751,103,"ENG","CMR","ENG",3
"461",1990,"03 Jul 1990 - 20:00","Semi-finals","San Paolo","Naples","Italy",3,4,"Argentina","win on penalties (3 - 4)",59978,0,0,"VAUTROT Michel (FRA)","LISTKIEWICZ Michal (POL)","MIKKELSEN Peter (DEN)",3464,28,"ITA","ARG","ARG",4
"462",1990,"04 Jul 1990 - 20:00","Semi-finals","Stadio delle Alpi","Turin","Germany FR",4,3,"England","win on penalties (4 - 3)",62628,0,0,"RAMIZ WRIGHT Jose (BRA)","QUINIOU Joel (FRA)","PEREZ HOYOS Armando (COL)",3464,159,"GER","ENG","GER",4
"463",1990,"07 Jul 1990 - 20:00","Match for third place","Stadio San Nicola","Bari","Italy",2,1,"England",NA,51426,0,0,"QUINIOU Joel (FRA)","HANSAL Mohamed (ALG)","ROETHLISBERGER Kurt (SUI)",3463,162,"ITA","ENG","ITA",2
"464",1990,"08 Jul 1990 - 20:00","Final","Stadio Olimpico","Rome","Germany FR",1,0,"Argentina",NA,73603,0,0,"CODESAL MENDEZ Edgardo (MEX)","PEREZ HOYOS Armando (COL)","LISTKIEWICZ Michal (POL)",3462,27,"GER","ARG","GER",1
"465",1994,"17 Jun 1994 - 19:30","Group C","Cotton Bowl","Dallas","Spain",2,2,"Korea Republic",NA,56247,0,0,"MIKKELSEN Peter (DEN)","CHRISTENSEN Carl-Johan Meyer (DEN)","PEARSON Roy (ENG)",337,3050,"ESP","KOR","Tie",2
"466",1994,"17 Jun 1994 - 15:00","Group C","Soldier Field","Chicago","Germany",1,0,"Bolivia",NA,63117,0,0,"BRIZIO CARTER Arturo (MEX)","BRAZZALE Eugene (AUS)","DUNSTER Gordon (AUS)",337,3049,"GER","BOL","GER",1
"467",1994,"18 Jun 1994 - 11:30","Group A","Pontiac Silverdome","Detroit","USA",1,1,"Switzerland",NA,73425,1,1,"LAMOLINA Francisco Oscar (ARG)","TAIBI Ernesto (ARG)","ZARATE Venancio (PAR)",337,3051,"USA","SUI","Tie",1
"468",1994,"18 Jun 1994 - 16:00","Group E","Giants Stadium","New York/New Jersey","Italy",0,1,"Republic of Ireland",NA,75338,0,1,"VAN DER ENDE Mario (NED)","DOLSTRA Jan (NED)","PARK Hae-Yong (KOR)",337,3052,"ITA","IRL","IRL",1
"469",1994,"18 Jun 1994 - 19:30","Group A","Rose Bowl","Los Angeles","Colombia",1,3,"Romania",NA,91856,1,2,"AL SHARIF Jamal (SYR)","AL GHATTAN Yousif Abdulla (BAH)","JAMES Douglas Micael (TRI)",337,3053,"COL","ROU","ROU",3
"470",1994,"19 Jun 1994 - 12:30","Group F","Citrus Bowl","Orlando","Belgium",1,0,"Morocco",NA,61219,1,0,"TORRES CADENA Jose Joaquin (COL)","CALIX GARCIA Raimundo (HON)","YLI-KARRO Tapio (FIN)",337,3054,"BEL","MAR","BEL",1
"471",1994,"19 Jun 1994 - 16:00","Group E","RFK Stadium","Washington Dc","Norway",1,0,"Mexico",NA,52395,0,0,"PUHL Sandor (HUN)","MARTON Sandor (HUN)","IVANOV Valentin (RUS)",337,3055,"NOR","MEX","NOR",1
"472",1994,"19 Jun 1994 - 19:30","Group B","Rose Bowl","Los Angeles","Cameroon",2,2,"Sweden",NA,93194,1,1,"TEJADA NORIEGA Alberto (PER)","JAMES Douglas Micael (TRI)","AL GHATTAN Yousif Abdulla (BAH)",337,3056,"CMR","SWE","Tie",2
"473",1994,"20 Jun 1994 - 19:30","Group F","RFK Stadium","Washington Dc","Netherlands",2,1,"Saudi Arabia",NA,50535,0,1,"DIAZ VEGA Manuel (ESP)","IVANOV Valentin (RUS)","MARTON Sandor (HUN)",337,3058,"NED","KSA","NED",2
"474",1994,"20 Jun 1994 - 16:00","Group B","Stanford Stadium","San Francisco","Brazil",2,0,"Russia",NA,81061,1,0,"LIM KEE CHONG An Yan (MRI)","RHARIB El Jilali Mohamed (MAR)","RAMICONE Domenico (ITA)",337,3057,"BRA","RUS","BRA",2
"475",1994,"21 Jun 1994 - 12:30","Group D","Foxboro Stadium","Boston","Argentina",4,0,"Greece",NA,54456,2,0,"ANGELES Arturo (USA)","PARK Hae-Yong (KOR)","DOLSTRA Jan (NED)",337,3059,"ARG","GRE","ARG",4
"476",1994,"21 Jun 1994 - 19:30","Group D","Cotton Bowl","Dallas","Nigeria",3,0,"Bulgaria",NA,44132,2,0,"BADILLA Rodrigo (CRC)","DUNSTER Gordon (AUS)","BRAZZALE Eugene (AUS)",337,3061,"NGA","BUL","NGA",3
"477",1994,"21 Jun 1994 - 16:00","Group C","Soldier Field","Chicago","Germany",1,1,"Spain",NA,63113,0,1,"FILIPPI Ernesto (URU)","ZARATE Venancio (PAR)","TAIBI Ernesto (ARG)",337,3060,"GER","ESP","Tie",1
"478",1994,"22 Jun 1994 - 16:00","Group A","Pontiac Silverdome","Detroit","Romania",1,4,"Switzerland",NA,61428,1,1,"JOUINI Neji (TUN)","HASSAN Abdel-Magid (EGY)","FANAEI Mohammad (IRN)",337,3062,"ROU","SUI","SUI",4
"479",1994,"22 Jun 1994 - 19:30","Group A","Rose Bowl","Los Angeles","USA",2,1,"Colombia",NA,93869,1,0,"BALDAS Fabio (ITA)","RAMICONE Domenico (ITA)","RHARIB El Jilali Mohamed (MAR)",337,3063,"USA","COL","USA",2
"480",1994,"23 Jun 1994 - 16:00","Group E","Giants Stadium","New York/New Jersey","Italy",1,0,"Norway",NA,74624,0,0,"KRUG Hellmut (GER)","YLI-KARRO Tapio (FIN)","PEARSON Roy (ENG)",337,3064,"ITA","NOR","ITA",1
"481",1994,"23 Jun 1994 - 19:30","Group C","Foxboro Stadium","Boston","Korea Republic",0,0,"Bolivia",NA,54453,0,0,"MOTTRAM Leslie (SCO)","MATTHYS Luc (BEL)","EVERSTIG Mikael (SWE)",337,3065,"KOR","BOL","Tie",0
"482",1994,"24 Jun 1994 - 12:30","Group E","Citrus Bowl","Orlando","Mexico",2,1,"Republic of Ireland",NA,60790,1,0,"ROETHLISBERGER Kurt (SUI)","LISTKIEWICZ Michal (POL)","ALVES Paulo Jorge (BRA)",337,3066,"MEX","IRL","MEX",2
"483",1994,"24 Jun 1994 - 19:30","Group B","Pontiac Silverdome","Detroit","Sweden",3,1,"Russia",NA,71528,1,1,"QUINIOU Joel (FRA)","FANAEI Mohammad (IRN)","HASSAN Abdel-Magid (EGY)",337,3068,"SWE","RUS","SWE",3
"484",1994,"24 Jun 1994 - 16:00","Group B","Stanford Stadium","San Francisco","Brazil",3,0,"Cameroon",NA,83401,1,0,"BRIZIO CARTER Arturo (MEX)","JAMES Douglas Micael (TRI)","CHRISTENSEN Carl-Johan Meyer (DEN)",337,3067,"BRA","CMR","BRA",3
"485",1994,"25 Jun 1994 - 12:30","Group F","Citrus Bowl","Orlando","Belgium",1,0,"Netherlands",NA,62387,0,0,"MARSIGLIA Renato (BRA)","ALVES Paulo Jorge (BRA)","LISTKIEWICZ Michal (POL)",337,3069,"BEL","NED","BEL",1
"486",1994,"25 Jun 1994 - 12:30","Group F","Giants Stadium","New York/New Jersey","Saudi Arabia",2,1,"Morocco",NA,76322,2,1,"DON Philip (ENG)","PEARSON Roy (ENG)","YLI-KARRO Tapio (FIN)",337,3070,"KSA","MAR","KSA",2
"487",1994,"25 Jun 1994 - 16:00","Group D","Foxboro Stadium","Boston","Argentina",2,1,"Nigeria",NA,54453,2,1,"KARLSSON Bo (SWE)","EVERSTIG Mikael (SWE)","MATTHYS Luc (BEL)",337,3071,"ARG","NGA","ARG",2
"488",1994,"26 Jun 1994 - 12:30","Group D","Soldier Field","Chicago","Bulgaria",4,0,"Greece",NA,63160,1,0,"BUJSAIM Ali (UAE)","AL GHATTAN Yousif Abdulla (BAH)","CALIX GARCIA Raimundo (HON)",337,3072,"BUL","GRE","BUL",4
"489",1994,"26 Jun 1994 - 16:00","Group A","Rose Bowl","Los Angeles","USA",0,1,"Romania",NA,93869,0,1,"VAN DER ENDE Mario (NED)","DOLSTRA Jan (NED)","DUNSTER Gordon (AUS)",337,3073,"USA","ROU","ROU",1
"490",1994,"26 Jun 1994 - 16:00","Group A","Stanford Stadium","San Francisco","Switzerland",0,2,"Colombia",NA,83401,0,1,"MIKKELSEN Peter (DEN)","CHRISTENSEN Carl-Johan Meyer (DEN)","JAMES Douglas Micael (TRI)",337,3074,"SUI","COL","COL",2
"491",1994,"27 Jun 1994 - 16:00","Group C","Cotton Bowl","Dallas","Germany",3,2,"Korea Republic",NA,63998,3,0,"QUINIOU Joel (FRA)","IVANOV Valentin (RUS)","HASSAN Abdel-Magid (EGY)",337,3076,"GER","KOR","GER",3
"492",1994,"27 Jun 1994 - 16:00","Group C","Soldier Field","Chicago","Bolivia",1,3,"Spain",NA,63089,0,1,"BADILLA Rodrigo (CRC)","CALIX GARCIA Raimundo (HON)","AL GHATTAN Yousif Abdulla (BAH)",337,3075,"BOL","ESP","ESP",3
"493",1994,"28 Jun 1994 - 12:30","Group E","Giants Stadium","New York/New Jersey","Republic of Ireland",0,0,"Norway",NA,72404,0,0,"TORRES CADENA Jose Joaquin (COL)","ALVES Paulo Jorge (BRA)","PARK Hae-Yong (KOR)",337,3077,"IRL","NOR","Tie",0
"494",1994,"28 Jun 1994 - 16:00","Group B","Pontiac Silverdome","Detroit","Brazil",1,1,"Sweden",NA,77217,0,1,"PUHL Sandor (HUN)","MARTON Sandor (HUN)","MATTHYS Luc (BEL)",337,3080,"BRA","SWE","Tie",1
"495",1994,"28 Jun 1994 - 12:30","Group E","RFK Stadium","Washington Dc","Italy",1,1,"Mexico",NA,52535,0,0,"LAMOLINA Francisco Oscar (ARG)","TAIBI Ernesto (ARG)","BRAZZALE Eugene (AUS)",337,3078,"ITA","MEX","Tie",1
"496",1994,"28 Jun 1994 - 16:00","Group B","Stanford Stadium","San Francisco","Russia",6,1,"Cameroon",NA,74914,3,0,"AL SHARIF Jamal (SYR)","DUNSTER Gordon (AUS)","DOLSTRA Jan (NED)",337,3079,"RUS","CMR","RUS",6
"497",1994,"29 Jun 1994 - 12:30","Group F","Citrus Bowl","Orlando","Morocco",1,2,"Netherlands",NA,60578,0,1,"TEJADA NORIEGA Alberto (PER)","ZARATE Venancio (PAR)","EVERSTIG Mikael (SWE)",337,3081,"MAR","NED","NED",2
"498",1994,"29 Jun 1994 - 12:30","Group F","RFK Stadium","Washington Dc","Belgium",0,1,"Saudi Arabia",NA,52959,0,1,"KRUG Hellmut (GER)","BRAZZALE Eugene (AUS)","TAIBI Ernesto (ARG)",337,3082,"BEL","KSA","KSA",1
"499",1994,"30 Jun 1994 - 19:30","Group D","Foxboro Stadium","Boston","Greece",0,2,"Nigeria",NA,53001,0,1,"MOTTRAM Leslie (SCO)","PARK Hae-Yong (KOR)","ALVES Paulo Jorge (BRA)",337,3083,"GRE","NGA","NGA",2
"500",1994,"30 Jun 1994 - 19:30","Group D","Cotton Bowl","Dallas","Argentina",0,2,"Bulgaria",NA,63998,0,0,"JOUINI Neji (TUN)","YLI-KARRO Tapio (FIN)","RHARIB El Jilali Mohamed (MAR)",337,3084,"ARG","BUL","BUL",2
"501",1994,"02 Jul 1994 - 12:00","Round of 16","Soldier Field","Chicago","Germany",3,2,"Belgium",NA,60246,3,1,"ROETHLISBERGER Kurt (SUI)","LISTKIEWICZ Michal (POL)","CHRISTENSEN Carl-Johan Meyer (DEN)",338,3085,"GER","BEL","GER",3
"502",1994,"02 Jul 1994 - 16:30","Round of 16","RFK Stadium","Washington Dc","Spain",3,0,"Switzerland",NA,53121,1,0,"VAN DER ENDE Mario (NED)","DOLSTRA Jan (NED)","MARTON Sandor (HUN)",338,3086,"ESP","SUI","ESP",3
"503",1994,"03 Jul 1994 - 12:00","Round of 16","Cotton Bowl","Dallas","Saudi Arabia",1,3,"Sweden",NA,60277,0,1,"MARSIGLIA Renato (BRA)","ALVES Paulo Jorge (BRA)","CALIX GARCIA Raimundo (HON)",338,3087,"KSA","SWE","SWE",3
"504",1994,"03 Jul 1994 - 13:30","Round of 16","Rose Bowl","Los Angeles","Romania",3,2,"Argentina",NA,90469,2,1,"PAIRETTO Pierluigi (ITA)","RAMICONE Domenico (ITA)","MATTHYS Luc (BEL)",338,3088,"ROU","ARG","ROU",3
"505",1994,"04 Jul 1994 - 12:00","Round of 16","Citrus Bowl","Orlando","Netherlands",2,0,"Republic of Ireland",NA,61355,2,0,"MIKKELSEN Peter (DEN)","DUNSTER Gordon (AUS)","BRAZZALE Eugene (AUS)",338,3089,"NED","IRL","NED",2
"506",1994,"04 Jul 1994 - 12:30","Round of 16","Stanford Stadium","San Francisco","Brazil",1,0,"USA",NA,84147,0,0,"QUINIOU Joel (FRA)","PARK Hae-Yong (KOR)","EVERSTIG Mikael (SWE)",338,3090,"BRA","USA","BRA",1
"507",1994,"05 Jul 1994 - 13:00","Round of 16","Foxboro Stadium","Boston","Nigeria",1,2,"Italy","Italy win after extra time",54367,0,0,"BRIZIO CARTER Arturo (MEX)","TAIBI Ernesto (ARG)","ZARATE Venancio (PAR)",338,3091,"NGA","ITA","ITA",2
"508",1994,"05 Jul 1994 - 16:30","Round of 16","Giants Stadium","New York/New Jersey","Mexico",1,3,"Bulgaria","Bulgaria win on penalties (1 - 3)",71030,0,0,"AL SHARIF Jamal (SYR)","FANAEI Mohammad (IRN)","AL GHATTAN Yousif Abdulla (BAH)",338,3092,"MEX","BUL","BUL",3
"509",1994,"09 Jul 1994 - 12:00","Quarter-finals","Foxboro Stadium","Boston","Italy",2,1,"Spain",NA,53400,1,0,"PUHL Sandor (HUN)","DUNSTER Gordon (AUS)","MATTHYS Luc (BEL)",796,3097,"ITA","ESP","ITA",2
"510",1994,"09 Jul 1994 - 14:30","Quarter-finals","Cotton Bowl","Dallas","Netherlands",2,3,"Brazil",NA,63500,0,0,"BADILLA Rodrigo (CRC)","AL GHATTAN Yousif Abdulla (BAH)","FANAEI Mohammad (IRN)",796,3098,"NED","BRA","BRA",3
"511",1994,"10 Jul 1994 - 12:00","Quarter-finals","Giants Stadium","New York/New Jersey","Bulgaria",2,1,"Germany",NA,72000,0,0,"TORRES CADENA Jose Joaquin (COL)","ZARATE Venancio (PAR)","MARTON Sandor (HUN)",796,3096,"BUL","GER","BUL",2
"512",1994,"10 Jul 1994 - 12:30","Quarter-finals","Stanford Stadium","San Francisco","Romania",4,5,"Sweden","Sweden win on penalties (4 - 5)",83500,0,0,"DON Philip (ENG)","PEARSON Roy (ENG)","PARK Hae-Yong (KOR)",796,3095,"ROU","SWE","SWE",5
"513",1994,"13 Jul 1994 - 16:00","Semi-finals","Giants Stadium","New York/New Jersey","Bulgaria",1,2,"Italy",NA,74110,1,2,"QUINIOU Joel (FRA)","CHRISTENSEN Carl-Johan Meyer (DEN)","PEARSON Roy (ENG)",3461,3100,"BUL","ITA","ITA",2
"514",1994,"13 Jul 1994 - 16:30","Semi-finals","Rose Bowl","Los Angeles","Sweden",0,1,"Brazil",NA,91856,0,0,"TORRES CADENA Jose Joaquin (COL)","MARTON Sandor (HUN)","MATTHYS Luc (BEL)",3461,3099,"SWE","BRA","BRA",1
"515",1994,"16 Jul 1994 - 12:30","Match for third place","Rose Bowl","Los Angeles","Sweden",4,0,"Bulgaria",NA,91500,4,0,"BUJSAIM Ali (UAE)","RHARIB El Jilali Mohamed (MAR)","TAIBI Ernesto (ARG)",3460,3103,"SWE","BUL","SWE",4
"516",1994,"17 Jul 1994 - 12:30","Final","Rose Bowl","Los Angeles","Brazil",3,2,"Italy","Brazil win on penalties (3 - 2)",94194,0,0,"PUHL Sandor (HUN)","ZARATE Venancio (PAR)","FANAEI Mohammad (IRN)",3459,3104,"BRA","ITA","BRA",3
"517",1998,"10 Jun 1998 - 17:30","Group A","Stade de France","Saint-Denis","Brazil",2,1,"Scotland",NA,80000,1,1,"GARCIA ARANDA Jose Maria (ESP)","TRESACO GRACIA Fernando (ESP)","ARANGO Jorge Luis (COL)",1014,4000,"BRA","SCO","BRA",2
"518",1998,"10 Jun 1998 - 21:00","Group A","La Mosson","Montpellier","Morocco",2,2,"Norway",NA,29800,1,1,"ANPRASERT Pirom (THA)","ABDUL HAMID Halim (MAS)","WICKRAMATUNGA Nimal (SRI)",1014,8725,"MAR","NOR","Tie",2
"519",1998,"11 Jun 1998 - 17:30","Group B","Stade du Parc Lescure","Bordeaux","Italy",2,2,"Chile",NA,31800,1,1,"BOUCHARDEAU Lucien (NIG)","DANTE Dramane (MLI)","MANSRI Mohamed (TUN)",1014,8726,"ITA","CHI","Tie",2
"520",1998,"11 Jun 1998 - 21:00","Group B","Stade Municipal","Toulouse","Cameroon",1,1,"Austria",NA,33500,0,0,"GONZALEZ CHAVEZ Epifanio (PAR)","GALVAN Celestino (PAR)","SALINAS Reynaldo (HON)",1014,8727,"CMR","AUT","Tie",1
"521",1998,"12 Jun 1998 - 14:30","Group D","La Mosson","Montpellier","Paraguay",0,0,"Bulgaria",NA,29800,0,0,"ALZEID Abdulrahman (KSA)","SALIE Achmat (RSA)","GHADANFARI Hussain (KUW)",1014,8728,"PAR","BUL","Tie",0
"522",1998,"12 Jun 1998 - 17:30","Group C","Stade Felix Bollaert","Lens","Saudi Arabia",0,1,"Denmark",NA,38100,0,0,"CASTRILLI Javier (ARG)","ROSSI Claudio (ARG)","DIAZ GALVEZ Jorge (CHI)",1014,8729,"KSA","DEN","DEN",1
"523",1998,"12 Jun 1998 - 21:00","Group C","Stade V�lodrome","Marseilles","France",3,0,"South Africa",NA,55000,1,0,"REZENDE Marcio (BRA)","PINTO Arnaldo (BRA)","GONZALES Merere (TRI)",1014,8730,"FRA","RSA","FRA",3
"524",1998,"13 Jun 1998 - 14:30","Group D","La Beaujoire","Nantes","Spain",2,3,"Nigeria",NA,35500,1,1,"BAHARMAST Esse (USA)","TORRES ZUNIGA Luis (CRC)","DUPANOV Yuri (BLR)",1014,8731,"ESP","NGA","NGA",3
"525",1998,"13 Jun 1998 - 17:30","Group E","Stade de Gerland","Lyon","Korea Republic",1,3,"Mexico",NA,39100,1,0,"BENKO Gunter (AUT)","FRED Lencie (VAN)","SCHNEIDER Erich (GER)",1014,8732,"KOR","MEX","MEX",3
"526",1998,"13 Jun 1998 - 21:00","Group E","Stade de France","Saint-Denis","Netherlands",0,0,"Belgium",NA,77000,0,0,"COLLINA Pierluigi (ITA)","MAZZEI Gennaro (ITA)","ZAMMIT Emanuel (MLT)",1014,8733,"NED","BEL","Tie",0
